"time
References : ['Idut.i','Vdut','I1.i']
Dependency : [time]
Num. Points : [548]
Matrix Size : scalar
Type : Real","Idut.i
References : []
Dependency : [time]
Num. Points : [548]
Matrix Size : scalar
Type : Real","Vdut
References : []
Dependency : [time]
Num. Points : [548]
Matrix Size : scalar
Type : Real","I1.i
References : []
Dependency : [time]
Num. Points : [548]
Matrix Size : scalar
Type : Real"
251.1 nsec,3.973  A,710.5 mV,331.1 mA
251.2 nsec,3.815  A,709.6 mV,318.0 mA
251.7 nsec,773.1 mA,674.4 mV,71.12 mA
252.0 nsec,-12.69 mA,634.7 mV,12.11 mA
252.1 nsec,-12.62 mA,630.8 mV,10.80 mA
252.3 nsec,-12.43 mA,621.3 mV,8.032 mA
252.8 nsec,-12.00 mA,600.1 mV,3.866 mA
253.8 nsec,-11.42 mA,571.0 mV,1.326 mA
254.8 nsec,-10.90 mA,545.2 mV,499.2 uA
255.8 nsec,-10.40 mA,520.0 mV,188.3 uA
256.8 nsec,-9.905 mA,495.3 mV,71.56 uA
257.8 nsec,-9.425 mA,471.2 mV,27.75 uA
258.8 nsec,-8.961 mA,448.1 mV,11.17 uA
259.8 nsec,-8.517 mA,425.8 mV,4.587 uA
260.8 nsec,-8.092 mA,404.6 mV,2.020 uA
261.8 nsec,-7.688 mA,384.4 mV,820.2 nA
262.8 nsec,-7.303 mA,365.2 mV,404.1 nA
263.8 nsec,-6.938 mA,346.9 mV,98.35 nA
264.8 nsec,-6.591 mA,329.6 mV,69.74 nA
265.8 nsec,-6.262 mA,313.1 mV,-59.08 nA
266.8 nsec,-5.950 mA,297.5 mV,-5.415 nA
267.8 nsec,-5.654 mA,282.7 mV,-92.66 nA
268.8 nsec,-5.373 mA,268.6 mV,-19.57 nA
269.8 nsec,-5.107 mA,255.4 mV,-95.26 nA
270.8 nsec,-4.855 mA,242.7 mV,-17.84 nA
271.8 nsec,-4.616 mA,230.8 mV,-89.59 nA
272.8 nsec,-4.390 mA,219.5 mV,-12.06 nA
273.8 nsec,-4.176 mA,208.8 mV,-81.94 nA
274.8 nsec,-3.973 mA,198.7 mV,-5.626 nA
275.8 nsec,-3.781 mA,189.1 mV,-74.21 nA
276.8 nsec,-3.599 mA,180.0 mV,417.5 pA
277.8 nsec,-3.427 mA,171.4 mV,-66.98 nA
278.8 nsec,-3.264 mA,163.2 mV,5.766 nA
279.8 nsec,-3.110 mA,155.5 mV,-60.39 nA
280.8 nsec,-2.964 mA,148.2 mV,10.37 nA
281.8 nsec,-2.826 mA,141.3 mV,-54.45 nA
282.8 nsec,-2.696 mA,134.8 mV,14.25 nA
283.8 nsec,-2.572 mA,128.6 mV,-49.11 nA
284.8 nsec,-2.455 mA,122.7 mV,17.48 nA
285.8 nsec,-2.344 mA,117.2 mV,-44.32 nA
286.8 nsec,-2.239 mA,112.0 mV,20.12 nA
287.8 nsec,-2.141 mA,107.0 mV,-40.02 nA
288.8 nsec,-2.047 mA,102.3 mV,22.24 nA
289.8 nsec,-1.958 mA,97.90 mV,-36.15 nA
290.8 nsec,-1.874 mA,93.69 mV,23.91 nA
291.8 nsec,-1.795 mA,89.73 mV,-32.67 nA
292.8 nsec,-1.719 mA,85.97 mV,25.16 nA
293.8 nsec,-1.648 mA,82.42 mV,-29.54 nA
294.8 nsec,-1.581 mA,79.05 mV,26.07 nA
295.8 nsec,-1.518 mA,75.88 mV,-26.71 nA
296.8 nsec,-1.457 mA,72.85 mV,26.67 nA
297.8 nsec,-1.400 mA,70.01 mV,-24.15 nA
298.8 nsec,-1.346 mA,67.31 mV,27.01 nA
299.8 nsec,-1.295 mA,64.76 mV,-21.84 nA
300.0 nsec,-1.287 mA,64.33 mV,24.39 nA
